time(s),p(kPa),Voltage(V)
18.58,0.44,6.14
18.59,0.44,6.13
18.60,0.43,6.16
18.62,0.42,6.15
18.63,0.40,6.14
18.64,0.40,6.08
18.65,0.38,6.10
18.67,0.37,6.08
18.68,0.36,6.06
18.69,0.36,6.04
18.70,0.35,6.05
18.71,0.35,6.02
18.72,0.33,6.03
18.74,0.33,6.00
18.75,0.32,6.00
18.76,0.32,5.97
18.77,0.32,5.97
18.79,0.32,5.96
18.80,0.31,5.96
18.81,0.30,5.91
18.82,0.30,5.87
18.83,0.30,5.86
18.85,0.29,5.84
18.86,0.30,5.79
18.87,0.30,5.81
18.88,0.30,5.79
18.89,0.30,5.77
18.91,0.30,5.75
18.92,0.31,5.72
18.93,0.30,5.73
18.94,0.31,5.66
18.96,0.31,5.66
18.97,0.31,5.63
18.98,0.31,5.60
18.99,0.32,5.56
19.00,0.33,5.55
19.02,0.35,5.55
19.03,0.33,5.54
19.04,0.35,5.46
19.05,0.36,5.45
19.06,0.36,5.44
19.08,0.37,5.39
19.09,0.37,5.37
